msn;reg;hex_code;deliv;exit;type_text;type_code;airline;airline_country;airline_type;operator;operator_country;MTOW;MZFW;MZFW_Range;MZFW_Payload;MZFW_Fuel;MFW;MFW_Range;MFW_Payload;MFM_Fuel;OEW;OEW_Range;OEW_Payload;OEW_Fuel;Volume;Category;v_max;k_m;contact;num_last_flights;a_margin;b_margin;c_margin;d_margin;current_location_lat;current_location_long;virtual_base_lat;virtual_base_long;acmi_h;charter_focus;fuel_price_kg;co2_price_kg
60-0363-129;N92MG;;2015-08-19 00:00:00;;Piper Aerostar 600;AEST;Castle Aviation;United States;Cargo;Castle Aviation;United States;2864.0;2600.0;490.0;488.0;264.0;2227.2;1400.0;115.20000000000005;636.8;2112.0;2038.0;0.0;636.8;8.0;1.0;358.9683617670862;35.96606350005167;https://www.castleair.com;10;169.0;0.0;-0.1;0.0;41.49692396062401;-80.60560210996746;41.49692396062401;-80.60560210996746;430.7010462727441;1;0.65461;0.10112
6007678061232;N52MG;;2013-09-09 00:00:00;;Piper Aerostar 600;AEST;Castle Aviation;United States;Cargo;Castle Aviation;United States;2864.0;2600.0;490.0;488.0;264.0;2227.2;1400.0;115.20000000000005;636.8;2112.0;2038.0;0.0;636.8;8.0;1.0;358.9683617670862;35.96606350005167;https://www.castleair.com;10;169.0;0.0;-0.1;0.0;40.544221212539895;-82.38625740852868;40.544221212539895;-82.38625740852868;430.7010462727441;1;0.65461;0.10112
6006347961201;N49MG;;2012-11-14 00:00:00;;Piper Aerostar 600;AEST;Castle Aviation;United States;Cargo;Castle Aviation;United States;2864.0;2600.0;490.0;488.0;264.0;2227.2;1400.0;115.20000000000005;636.8;2112.0;2038.0;0.0;636.8;8.0;1.0;358.9683617670862;35.96606350005167;https://www.castleair.com;10;169.0;0.0;-0.1;0.0;40.9150555555556;-81.4436388888889;42.331761340101004;-78.79163286517978;430.7010462727441;1;0.65461;0.10112
60-0523-169;N79MG;;2012-11-14 00:00:00;;Piper Aerostar 600;AEST;Castle Aviation;United States;Cargo;Castle Aviation;United States;2864.0;2600.0;490.0;488.0;264.0;2227.2;1400.0;115.20000000000005;636.8;2112.0;2038.0;0.0;636.8;8.0;1.0;358.9683617670862;35.96606350005167;https://www.castleair.com;10;169.0;0.0;-0.1;0.0;40.9150555555556;-81.4436388888889;39.351016668847514;-80.67803509035492;430.7010462727441;1;0.65461;0.10112
60-0890-8161252;VH-LJT;;2011-03-24 00:00:00;;Piper Aerostar 600;AEST;Wrightsair;Australia;Cargo;Wrightsair;Australia;2864.0;2600.0;490.0;488.0;264.0;2227.2;1400.0;115.20000000000005;636.8;2112.0;2038.0;0.0;636.8;8.0;1.0;358.9683617670862;35.96606350005167;https://www.wrightsair.com.au;10;169.0;0.0;-0.1;0.0;-36.6697006226;142.1730041504;-36.669700622600004;142.1730041504;430.7010462727441;1;0.65461;0.10112
31-8012012;C-GKSY;;05.20.2020;;Piper PA-31 Navajo;PA31;KASI Aviation;Canada;Cargo;KASI Aviation;Canada;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;359.4849637485943;40.87915264930388;https://kasiaviation.com/air/;10;169.0;0.0;-0.1;0.0;49.413898468;-82.4674987793;48.178455961973846;-79.1820338894586;437.8259334215605;1;0.65461;0.10112
31-155;C-GGQU;;2016-03-04 00:00:00;;Piper PA-31 Navajo;PA31;Wings Over Kississing;Canada;Cargo;Wings Over Kississing;Canada;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;359.4849637485943;40.87915264930388;https://www.wingsoverkississing.com;10;169.0;0.0;-0.1;0.0;;;;;437.8259334215605;1;0.65461;0.10112
31-8012011;C-GMEC;;2015-10-28 00:00:00;;Piper PA-31 Navajo;PA31;KASI Aviation;Canada;Cargo;KASI Aviation;Canada;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;359.4849637485943;40.87915264930388;https://kasiaviation.com/air/;10;169.0;0.0;-0.1;0.0;49.9099998474;-97.2398986816;45.75050985130352;-80.14679631860976;437.8259334215605;1;0.65461;0.10112
31-7912008;C-GKSI;;2012-05-04 00:00:00;;Piper PA-31 Navajo;PA31;KASI Aviation;Canada;Cargo;KASI Aviation;Canada;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;359.4849637485943;40.87915264930388;https://kasiaviation.com/air/;10;169.0;0.0;-0.1;0.0;45.5175018311;-73.4169006348;43.48654016346316;-83.42409932486736;437.8259334215605;1;0.65461;0.10112
31-8012006;C-GAYY;;2001-11-30 00:00:00;;Piper PA-31 Navajo;PA31;Rise Air;Canada;Cargo;Rise Air;Canada;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;359.4849637485943;40.87915264930388;https://riseair.ca;10;169.0;0.0;-0.1;0.0;51.113899231;-114.0199966431;35.35840257398565;-114.09942583289393;437.8259334215605;1;0.65461;0.10112
31-777;ZK-NPR;;2000-02-01 00:00:00;;Piper PA-31 Navajo;PA31;Air Napier;New Zealand;Cargo;Air Napier;New Zealand;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;359.4849637485943;40.87915264930388;https://www.airnapier.co.nz;10;169.0;0.0;-0.1;0.0;-39.465801239;176.8699951172;-39.065860921733844;177.42714512490753;437.8259334215605;1;0.65461;0.10112
31-7512005;C-FTHE;;1996-02-27 00:00:00;;Piper PA-31 Navajo;PA31;Eagle Air;Canada;Cargo;Eagle Air;Canada;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;359.4849637485943;40.87915264930388;https://www.eagleair.is/charter-flights#cargo-flights;10;169.0;0.0;-0.1;0.0;;;;;437.8259334215605;1;0.65461;0.10112
31-8012052;VH-FMO;;1981-05-01 00:00:00;;Piper PA-31 Navajo;PA31;Territory Air Services;Australia;Cargo;Territory Air Services;Australia;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;359.4849637485943;40.87915264930388;https://territoryairservices.com.au;10;169.0;0.0;-0.1;0.0;-14.5211000443;132.3780059814;-12.186435318884133;130.80315589103202;437.8259334215605;1;0.65461;0.10112
31-7512064;C-FHYP;;2014-06-17 00:00:00;;Piper PA-31-325 Navajo;PA31;Tintina Air;Canada;Cargo;Tintina Air;Canada;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;359.4849637485943;40.87915264930388;https://www.tintinaair.com;10;169.0;0.0;-0.1;0.0;;;;;437.8259334215605;1;0.65461;0.10112
31-7405434;SE-FNE;;2009-12-01 00:00:00;;Piper PA-31-350 Chieftain;PA31;Jonair;Sweden;Cargo;Jonair;Sweden;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;334.1361091719418;41.76719595561671;https://jonair.se/en/;10;169.0;0.0;-0.1;0.0;60.317199707;24.963300705;59.23626885742363;16.926201580047376;437.8259334215605;1;0.65461;0.10112
31-7852149;VH-NMP;;1987-09-16 00:00:00;;Piper PA-31-350 Chieftain;PA31;Eastern Air Services;Australia;Cargo;Eastern Air Services;Australia;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;334.1361091719418;41.76719595561671;https://easternairservices.com.au/#;10;169.0;0.0;-0.1;0.0;-31.4358005524;152.863006592;-31.539110057758883;157.21239238952492;437.8259334215605;1;0.65461;0.10112
31-7752114;VH-KGE;;1984-06-29 00:00:00;;Piper PA-31-350 Chieftain;PA31;Air Freight Today;Australia;Cargo;Air Freight Today;Australia;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;334.1361091719418;41.76719595561671;http://www.airfreighttoday.com/home.html;10;169.0;0.0;-0.1;0.0;-27.7000007629;140.733001709;-33.27907953787942;142.11602764263583;437.8259334215605;1;0.65461;0.10112
31-8052186;OH-KYC;;2021-11-30 00:00:00;;Piper PA-31-350 Navajo;PA31;JS Aviation;Finland;Cargo;JS Aviation;Finland;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;336.6434045786114;25.69135960197889;https://www.jsaviation.eu/home;10;169.0;0.0;-0.1;0.0;60.317199707;24.963300705;59.99736236398945;20.380822677623467;437.8259334215605;1;0.65461;0.10112
31-8152132;N524ER;;2016-06-06 00:00:00;;Piper PA-31-350 Navajo;PA31;Grant Aviation;United States;Cargo;Grant Aviation;United States;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;336.6434045786114;25.69135960197889;https://www.flygrant.com;10;169.0;0.0;-0.1;0.0;60.5732777777778;-151.244833333333;54.54253205818323;-165.28612441231988;437.8259334215605;1;0.65461;0.10112
31-8152084;N40796;;2015-05-19 00:00:00;;Piper PA-31-350 Navajo;PA31;Grant Aviation;United States;Cargo;Grant Aviation;United States;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;336.6434045786114;25.69135960197889;https://www.flygrant.com;10;169.0;0.0;-0.1;0.0;59.6449949722222;-151.485808416667;57.87595030654526;-158.26854120294473;437.8259334215605;1;0.65461;0.10112
31-8253008;N4107Q;;2015-05-19 00:00:00;;Piper PA-31-350 Navajo;PA31;Grant Aviation;United States;Cargo;Grant Aviation;United States;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;336.6434045786114;25.69135960197889;https://www.flygrant.com;10;169.0;0.0;-0.1;0.0;58.6764934722222;-156.648691;58.68084929848694;-156.26851197224795;437.8259334215605;1;0.65461;0.10112
31-7852094;N27663;;2014-07-07 00:00:00;;Piper PA-31-350 Navajo;PA31;Warbelows Air Ventures;United States;Cargo;Warbelows Air Ventures;United States;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;336.6434045786114;25.69135960197889;https://www.warbelows.com;10;169.0;0.0;-0.1;0.0;64.5473;-149.073925;64.83394598350287;-148.8650309012433;437.8259334215605;1;0.65461;0.10112
31-7952007;N27917;;2014-07-02 00:00:00;;Piper PA-31-350 Navajo;PA31;Warbelows Air Ventures;United States;Cargo;Warbelows Air Ventures;United States;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;336.6434045786114;25.69135960197889;https://www.warbelows.com;10;169.0;0.0;-0.1;0.0;64.5473;-149.073925;65.08328395747766;-147.3036815427223;437.8259334215605;1;0.65461;0.10112
31-8052038;VH-TBJ;;2014-01-15 00:00:00;;Piper PA-31-350 Navajo;PA31;Tasfast Air Freight;Australia;Cargo;Tasfast Air Freight;Australia;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;336.6434045786114;25.69135960197889;https://tasfast.com.au;10;169.0;0.0;-0.1;0.0;-32.0974998474;115.8809967041;-33.181467325180776;116.00889584597734;437.8259334215605;1;0.65461;0.10112
31-7405230;C-GQHV;;2005-06-10 00:00:00;;Piper PA-31-350 Navajo;PA31;Rise Air;Canada;Cargo;Rise Air;Canada;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;336.6434045786114;25.69135960197889;https://riseair.ca;10;169.0;0.0;-0.1;0.0;;;;;437.8259334215605;1;0.65461;0.10112
31-7752096;C-FAAF;;2001-11-08 00:00:00;;Piper PA-31-350 Navajo;PA31;Rise Air;Canada;Cargo;Rise Air;Canada;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;336.6434045786114;25.69135960197889;https://riseair.ca;10;169.0;0.0;-0.1;0.0;;;;;437.8259334215605;1;0.65461;0.10112
31-8553002;N41189;;1998-09-17 00:00:00;;Piper PA-31-350 Navajo;PA31;Bering Air;United States;Cargo;Bering Air;United States;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;336.6434045786114;25.69135960197889;https://www.beringair.com;10;169.0;0.0;-0.1;0.0;64.5125555555556;-165.444388888889;64.76311928941179;-163.3173499684527;437.8259334215605;1;0.65461;0.10112
31-8152089;N4082T;;1993-06-17 00:00:00;;Piper PA-31-350 Navajo;PA31;Warbelows Air Ventures;United States;Cargo;Warbelows Air Ventures;United States;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;336.6434045786114;25.69135960197889;https://www.warbelows.com;10;169.0;0.0;-0.1;0.0;64.8153555555556;-147.856666666667;65.07627537859992;-148.9319730713072;437.8259334215605;1;0.65461;0.10112
31-7652037;N59764;;1992-07-13 00:00:00;;Piper PA-31-350 Navajo;PA31;Warbelows Air Ventures;United States;Cargo;Warbelows Air Ventures;United States;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;336.6434045786114;25.69135960197889;https://www.warbelows.com;10;169.0;0.0;-0.1;0.0;64.8153555555556;-147.856666666667;65.12029674962794;-148.34536003008998;437.8259334215605;1;0.65461;0.10112
31-8353004;N4112D;;1991-05-01 00:00:00;;Piper PA-31-350 Navajo;PA31;Bering Air;United States;Cargo;Bering Air;United States;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;336.6434045786114;25.69135960197889;https://www.beringair.com;10;169.0;0.0;-0.1;0.0;64.5125555555556;-165.444388888889;64.7550581083415;-164.56962550529443;437.8259334215605;1;0.65461;0.10112
31-8353005;N4112E;;1991-05-01 00:00:00;;Piper PA-31-350 Navajo;PA31;Bering Air;United States;Cargo;Bering Air;United States;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;336.6434045786114;25.69135960197889;https://www.beringair.com;10;169.0;0.0;-0.1;0.0;64.5125555555556;-165.444388888889;64.89172467554519;-160.599292743324;437.8259334215605;1;0.65461;0.10112
31-7852041;VH-JVD;;1988-09-16 00:00:00;;Piper PA-31-350 Navajo;PA31;Southeast Airways;Australia;Cargo;Southeast Airways;Australia;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;336.6434045786114;25.69135960197889;http://www.southeastairways.com.au;10;169.0;0.0;-0.1;0.0;-32.2167015076;148.574996948;-25.970254402435945;142.56376658753305;437.8259334215605;1;0.65461;0.10112
31-7405468;N9FW;;1988-03-07 00:00:00;;Piper PA-31-350 Navajo;PA31;Wright Air Service;United States;Cargo;Wright Air Service;United States;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;336.6434045786114;25.69135960197889;https://www.wrightairservice.com;10;169.0;0.0;-0.1;0.0;64.8153555555556;-147.856666666667;64.8153555555556;-147.856666666667;437.8259334215605;1;0.65461;0.10112
31-7652012;VH-TAS;;1987-02-27 00:00:00;;Piper PA-31-350 Navajo;PA31;Wagga Air Centre;Australia;Cargo;Wagga Air Centre;Australia;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;336.6434045786114;25.69135960197889;https://www.waggaaircentre.com.au;10;169.0;0.0;-0.1;0.0;-11.769200325;130.6199951172;-12.245048675674155;131.65999663614835;437.8259334215605;1;0.65461;0.10112
31-7305088;VH-LCE;;1985-04-02 00:00:00;;Piper PA-31-350 Navajo;PA31;Tasfast Air Freight;Australia;Cargo;Tasfast Air Freight;Australia;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;336.6434045786114;25.69135960197889;https://tasfast.com.au;10;169.0;0.0;-0.1;0.0;-35.1652984619;147.466003418;-31.317383072954108;132.78372132652885;437.8259334215605;1;0.65461;0.10112
31-7652067;N54WA;;1977-05-23 00:00:00;;Piper PA-31-350 Navajo;PA31;Wright Air Service;United States;Cargo;Wright Air Service;United States;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;336.6434045786114;25.69135960197889;https://www.wrightairservice.com;10;169.0;0.0;-0.1;0.0;64.8153555555556;-147.856666666667;64.8153555555556;-147.856666666667;437.8259334215605;1;0.65461;0.10112
31-7552110;VH-TWU;;1976-02-10 00:00:00;;Piper PA-31-350 Navajo;PA31;Tasfast Air Freight;Australia;Cargo;Tasfast Air Freight;Australia;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;336.6434045786114;25.69135960197889;https://tasfast.com.au;10;169.0;0.0;-0.1;0.0;;;;;437.8259334215605;1;0.65461;0.10112
31T-7904004;PR-BYZ;;2011-03-11 00:00:00;;Piper PA-31T Cheyenne;PAY1;Abelha Taxi Aereo;Brazil;Cargo;Abelha Taxi Aereo;Brazil;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;372.2229995186266;56.13227626345363;https://www.voeabelha.com;10;169.0;0.0;-0.1;0.0;;;;;437.8259334215605;1;0.65461;0.10112
31T-1104004;PR-BIZ;;2009-11-25 00:00:00;;Piper PA-31T Cheyenne;PAY1;Abelha Taxi Aereo;Brazil;Cargo;Abelha Taxi Aereo;Brazil;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;372.2229995186266;56.13227626345363;https://www.voeabelha.com;10;169.0;0.0;-0.1;0.0;;;;;437.8259334215605;1;0.65461;0.10112
31T-8104051;PT-OVB;;2002-06-27 00:00:00;;Piper PA-31T Cheyenne;PAY1;Abelha Taxi Aereo;Brazil;Cargo;Abelha Taxi Aereo;Brazil;2948.0;2540.0;860.0;835.0;408.0;2368.0;1340.0;663.0;580.0;1705.0;2414.0;0.0;580.0;5.0;1.0;372.2229995186266;56.13227626345363;https://www.voeabelha.com;10;169.0;0.0;-0.1;0.0;;;;;437.8259334215605;1;0.65461;0.10112
32-834;C-FFMB;;2009-11-10 00:00:00;;Piper PA-32-260 Cherokee Six;PA32;Calgary Air Taxi;Canada;Cargo;Calgary Air Taxi;Canada;1542.0;1350.0;435.0;539.0;192.0;1289.0;1361.0;478.0;253.0;811.0;1671.0;0.0;253.0;5.0;1.0;181.4787926093908;11.55965053126742;https://calgaryairtaxi.com/home/;10;169.0;0.0;-0.1;0.0;;;;;303.083593243202;1;0.65461;0.10112
32-7940115;N636EB;;2018-11-03 00:00:00;;Piper PA-32-300 Cherokee Six;PA32;Point to Point Air;United States;Cargo;Point to Point Air;United States;1542.0;1350.0;435.0;539.0;192.0;1289.0;1361.0;478.0;253.0;811.0;1671.0;0.0;253.0;5.0;1.0;239.6076471352676;11.55965053126742;https://www.point2pointair.com;10;169.0;0.0;-0.1;0.0;48.5219722222222;-123.024361111111;48.31881170586047;-122.76639415477135;303.083593243202;1;0.65461;0.10112
32-7540071;C-FTAM;;1994-05-13 00:00:00;;Piper PA-32-300 Cherokee Six;PA32;Amik Aviation;Canada;Cargo;Amik Aviation;Canada;1542.0;1350.0;435.0;539.0;192.0;1289.0;1361.0;478.0;253.0;811.0;1671.0;0.0;253.0;5.0;1.0;239.6076471352676;11.55965053126742;https://amikaviation.com;10;169.0;0.0;-0.1;0.0;;;;;303.083593243202;1;0.65461;0.10112
32-57392;OK-AMT;;2012-09-01 00:00:00;;Piper PA-32-301T Turbo Saratoga;P32R;F Air;Czech Republic;Cargo;F Air;Czech Republic;1542.0;1350.0;435.0;539.0;192.0;1289.0;1361.0;478.0;253.0;811.0;1671.0;0.0;253.0;5.0;1.0;362.9990370224388;530.1123877621237;https://www.f-air.cz/en/home;10;169.0;0.0;-0.1;0.0;50.1007995605;14.2600002289;52.80491103670101;12.416958959830916;303.083593243202;1;0.65461;0.10112
100-0038;P2-SIR;;2010-11-16 00:00:00;;Quest Kodiak 100;K100;SIL Aviation;Papua New Guinea;Cargo;SIL Aviation;Papua New Guinea;3107.0;2745.0;905.0;896.0;362.0;2483.0;1515.0;634.0;624.0;1849.0;2358.0;0.0;624.0;4.0;1.0;480.7313437293574;181.7878829534641;http://www.silaviation.org;10;169.0;0.0;-0.1;0.0;-9.4433803558;147.2200012207;-6.769050516924401;146.3706144362885;451.0762151283034;1;0.65461;0.10112
100-0008;P2-SIB;;2009-10-30 00:00:00;;Quest Kodiak 100;K100;SIL Aviation;Papua New Guinea;Cargo;SIL Aviation;Papua New Guinea;3107.0;2745.0;905.0;896.0;362.0;2483.0;1515.0;634.0;624.0;1849.0;2358.0;0.0;624.0;4.0;1.0;480.7313437293574;181.7878829534641;http://www.silaviation.org;10;169.0;0.0;-0.1;0.0;-6.0816898346;145.391998291;-9.443380355800002;147.2200012207;451.0762151283034;1;0.65461;0.10112
11627;C-FNRP;;2014-03-27 00:00:00;;Rockwell 690C;AC90;Buffalo Airways;Canada;Cargo;Buffalo Airways;Canada;3062.0;2800.0;700.0;698.0;262.0;2628.0;1240.0;526.0;434.0;2102.0;1592.0;0.0;434.0;5.0;1.0;473.8133813197146;67.64829692462483;https://buffaloairways.com;10;169.0;0.0;-0.1;0.0;;;;;447.35650564622364;1;0.65461;0.10112
208B-0053;VH-XLV;;1985-01-01 00:00:00;;Cessna 208B Grand Caravan;C208;Macquarie Air;Australia;Cargo;Macquarie Air;Australia;3629.0;3490.0;316.0;1345.0;139.0;2620.0;1567.0;475.0;1009.0;2145.0;1982.0;0.0;1009.0;10.0;2.0;289.1122090425079;24.24652792414544;https://www.macquarieair.com.au;20;193.0;0.0;-0.13;0.0;-33.9244003296;150.9880065918;-34.51403466725771;147.62321081435243;492.64058349878536;1;0.65461;0.10112
208B-0002;N902FE;;1986-12-03 00:00:00;;Cessna 208B Grand Caravan;C208;FedEx;United States;Cargo;Baron Aviation Services;United States;3629.0;3490.0;316.0;1345.0;139.0;2620.0;1567.0;475.0;1009.0;2145.0;1982.0;0.0;1009.0;10.0;2.0;289.1122090425079;24.24652792414544;https://baron-aviation.com;20;193.0;0.0;-0.13;0.0;37.6499525;-97.4330427777778;34.15934069396336;-87.97346847415635;492.64058349878536;1;0.65461;0.10112
208B-0003;N903FE;;1986-12-18 00:00:00;;Cessna 208B Grand Caravan;C208;FedEx;United States;Cargo;Corporate Air;United States;3629.0;3490.0;316.0;1345.0;139.0;2620.0;1567.0;475.0;1009.0;2145.0;1982.0;0.0;1009.0;10.0;2.0;289.1122090425079;24.24652792414544;https://corporate-air.com.au;20;193.0;0.0;-0.13;0.0;21.3178172222222;-157.9202275;21.271957094178955;-157.625252743466;492.64058349878536;1;0.65461;0.10112
208B-0004;N904FE;;1986-12-31 00:00:00;;Cessna 208B Grand Caravan;C208;FedEx;United States;Cargo;Corporate Air;United States;3629.0;3490.0;316.0;1345.0;139.0;2620.0;1567.0;475.0;1009.0;2145.0;1982.0;0.0;1009.0;10.0;2.0;289.1122090425079;24.24652792414544;https://corporate-air.com.au;20;193.0;0.0;-0.13;0.0;21.3178172222222;-157.9202275;21.370612789850274;-157.98246515605487;492.64058349878536;1;0.65461;0.10112
208B-0005;N905FE;;1987-01-08 00:00:00;;Cessna 208B Grand Caravan;C208;FedEx;United States;Cargo;Wiggins Airways;United States;3629.0;3490.0;316.0;1345.0;139.0;2620.0;1567.0;475.0;1009.0;2145.0;1982.0;0.0;1009.0;10.0;2.0;289.1122090425079;24.24652792414544;https://wiggins-air.com;20;193.0;0.0;-0.13;0.0;12.0041999817;-61.7862014771;14.04873958686037;-60.99341473512066;492.64058349878536;1;0.65461;0.10112
208B-0006;N906FE;;1987-01-10 00:00:00;;Cessna 208B Grand Caravan;C208;FedEx;United States;Cargo;CSA Air;United States;3629.0;3490.0;316.0;1345.0;139.0;2620.0;1567.0;475.0;1009.0;2145.0;1982.0;0.0;1009.0;10.0;2.0;289.1122090425079;24.24652792414544;https://csaair.com;20;193.0;0.0;-0.13;0.0;42.9469319444444;-87.8970644444445;41.01820162331799;-86.38993997491129;492.64058349878536;1;0.65461;0.10112
208B-0007;N907FE;;1987-01-16 00:00:00;;Cessna 208B Grand Caravan;C208;FedEx;United States;Cargo;CSA Air;United States;3629.0;3490.0;316.0;1345.0;139.0;2620.0;1567.0;475.0;1009.0;2145.0;1982.0;0.0;1009.0;10.0;2.0;289.1122090425079;24.24652792414544;https://csaair.com;20;193.0;0.0;-0.13;0.0;42.9654722222222;-83.74475;44.07741613461825;-83.64931426912463;492.64058349878536;1;0.65461;0.10112
